,Car_name,mileage,dealer_name,Service_ratings,Service_reviews,consumer_ratings,consumer_reviews,price,Ext_color,Int_color,drive_train,fuel_type,transmission,engine
16,2020 Mercedes-Benz C-Class C 300,"21,250 mi.",Mercedes-Benz of San Francisco / Smart Center San Francisco,4.0,(59 reviews),4.5,(13 reviews),"$54,772", Polar White , Cranberry Red , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
17,2020 Mercedes-Benz GLC 300 Base 4MATIC,"11,090 mi.",Mercedes-Benz of Santa Rosa,4.2,(29 reviews),4.8,(35 reviews),"$43,992", Polar White , Silk Beige / Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
18,2021 Mercedes-Benz GLC 300 Base 4MATIC,"11,780 mi.",i.g. Burton Imports,4.7,(27 reviews),4.7,(16 reviews),"$49,999", Obsidian Black , Silk Beige / Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
19,2018 Mercedes-Benz E-Class E 300,"24,062 mi.",Mercedes-Benz of Bellevue,4.5,(745 reviews),4.8,(64 reviews),"$42,998", Black , – , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
20,2019 Mercedes-Benz GLS 450 Base 4MATIC,"33,345 mi.",Mercedes-Benz of Houston Greenway,4.7,"(2,064 reviews)",5.0,(10 reviews),"$59,987", Polar White , – , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
21,2020 Mercedes-Benz GLE 450 AWD 4MATIC,"24,900 mi.",Mercedes-Benz of Wesley Chapel,4.5,(606 reviews),4.2,(28 reviews),"$62,550", Emerald Green Metallic , – , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
22,2020 Mercedes-Benz GLE 350 Base 4MATIC,"35,836 mi.",Mercedes-Benz of South Charlotte,4.8,"(1,218 reviews)",4.3,(75 reviews),"$61,924", Iridium Silver Metallic , Macchiato Beige , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
23,2019 Mercedes-Benz AMG GLE 43 4MATIC Coupe,"33,126 mi.",Mercedes-Benz of Silver Spring,4.8,"(1,647 reviews)",5.0,(10 reviews),"$70,900", Polar White , Saddle Brown / Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
24,2019 Mercedes-Benz GLA 250 Base,"38,670 mi.",Crown Eurocars,4.9,"(3,875 reviews)",4.6,(33 reviews),"$31,488", Polar White , Shara Beige , Front-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
25,2020 Mercedes-Benz C-Class C 300 4MATIC,"15,447 mi.",Euro Motorcars Devon,4.6,(307 reviews),4.5,(13 reviews),"$42,904", Black , Silk Beige , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
26,2020 Mercedes-Benz CLA 250 Base,"13,588 mi.",Mercedes-Benz of San Jose,4.6,(666 reviews),5.0,(9 reviews),"$39,795", Polar White , – , Front-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
27,2019 Mercedes-Benz GLC 300 Base 4MATIC,"14,720 mi.",Mercedes-Benz of San Jose,4.6,(666 reviews),4.6,(72 reviews),"$37,874", Black , – , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
28,2021 Mercedes-Benz AMG GLE 53 Base,"13,685 mi.",Mercedes-Benz of Plano,4.6,"(1,558 reviews)",3.6,(16 reviews),"$104,750", Emerald Green Metallic , Tartufo Brown , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
29,2020 Mercedes-Benz GLE 450 AWD 4MATIC,"21,427 mi.",Mercedes-Benz of Sarasota,4.6,"(1,461 reviews)",4.2,(28 reviews),"$69,510", Mojave Silver Metallic , – , AWD ,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
30,2019 Mercedes-Benz GLA 250 Base 4MATIC,"13,783 mi.",Mercedes-Benz of Ft. Pierce,4.7,(235 reviews),4.6,(33 reviews),"$33,200", Mountain Gray Metallic , Shara Beige , All-wheel Drive ,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
31,2018 Mercedes-Benz GLA 250 Base,"19,073 mi.",Mercedes-Benz of Austin,4.8,"(1,252 reviews)",4.5,(63 reviews),"$31,499", Lunar Blue Metallic , Shara Beige , Front-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
32,2021 Mercedes-Benz GLE 350 Base 4MATIC,"17,891 mi.",Mercedes-Benz Of Tampa,4.7,"(3,486 reviews)",4.8,(17 reviews),"$64,385", Polar White , Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
33,2019 Mercedes-Benz C-Class C 300 4MATIC,"19,603 mi.",Mercedes-Benz of Silver Spring,4.8,"(1,647 reviews)",4.8,(40 reviews),"$56,900", Black , AMG Saddle Brown , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
34,2019 Mercedes-Benz C-Class C 300,"41,980 mi.",Mercedes-Benz of Wesley Chapel,4.5,(606 reviews),4.8,(40 reviews),"$32,970", Black , – , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
35,2017 Mercedes-Benz AMG G 63 Base,"47,193 mi.",Mercedes-Benz of Austin,4.8,"(1,252 reviews)",4.8,(3 reviews),"$120,499", Obsidian Black Metallic , Black , All-wheel Drive ,Gasoline ,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo
36,2021 Mercedes-Benz C-Class C 300 4MATIC,"7,212 mi.",Mercedes-Benz of Naperville,4.7,(657 reviews),5.0,(4 reviews),"$48,977", designo Diamond White Metallic , – , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
37,2019 Mercedes-Benz GLA 250 Base 4MATIC,"7,901 mi.",Mercedes-Benz of Fort Washington,4.6,"(2,361 reviews)",4.6,(33 reviews),"$35,963", Polar White , Shara Beige , All-wheel Drive ,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
38,2018 Mercedes-Benz C-Class C 300,"45,479 mi.",Mercedes-Benz of Miami,4.6,"(1,045 reviews)",4.8,(66 reviews),"$29,792", Black , – , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
39,2021 Mercedes-Benz GLB 250 Base,"16,297 mi.",Mercedes-Benz of West Houston,3.7,(31 reviews),4.4,(10 reviews),"$40,491", Polar White , Macchiato Beige , Front-wheel Drive ,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
40,2018 Mercedes-Benz GLE 350 Base,"45,127 mi.",Mercedes-Benz of Austin,4.8,"(1,252 reviews)",4.7,(51 reviews),"$41,999", Selenite Gray Metallic , Ginger , Rear-wheel Drive ,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC
41,2019 Mercedes-Benz E-Class E 300,"15,565 mi.","Mercedes-Benz Manhattan, Inc.",4.5,(454 reviews),4.7,(47 reviews),"$45,900", designo Cardinal Red Metallic , Macchiato Beige , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
42,2017 Mercedes-Benz GLS 450 Base 4MATIC,"70,701 mi.",Mercedes-Benz of Austin,4.8,"(1,252 reviews)",4.9,(37 reviews),"$40,999", Palladium Silver Metallic , Crystal Gray / Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
43,2019 Mercedes-Benz E-Class E 300,"13,075 mi.",Mercedes-Benz Of Bloomfield Hills,4.2,(101 reviews),4.7,(47 reviews),"$49,890", Selenite Gray Metallic , Nut Brown/Black , All-wheel Drive ,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/121
44,2019 Mercedes-Benz CLA 250 Base,"21,549 mi.",W.I. Simonson Inc.,4.5,(790 reviews),4.1,(17 reviews),"$27,996", Red , Black , Front-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
45,2019 Mercedes-Benz C-Class C 300,"12,728 mi.",Mercedes-Benz of Houston North,4.5,"(1,346 reviews)",4.8,(40 reviews),"$37,391", Polar White , – , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
46,2021 Mercedes-Benz E-Class E 450,"25,028 mi.",Mercedes-Benz of San Francisco / Smart Center San Francisco,4.0,(59 reviews),4.7,(7 reviews),"$70,980", Polar White , Black , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo
47,2019 Mercedes-Benz C-Class C 300 4MATIC,"17,523 mi.",Euro Motorcars Devon,4.6,(307 reviews),4.8,(40 reviews),"$39,214", Black , Silk Beige , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
48,2019 Mercedes-Benz GLS 450 Base 4MATIC,"28,655 mi.",Mercedes-Benz of Nanuet,4.9,(242 reviews),5.0,(10 reviews),"$57,699", Lunar Blue Metallic , Ginger , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
49,2021 Mercedes-Benz S-Class S 580 4MATIC,"12,840 mi.",Mercedes-Benz of Fort Lauderdale,4.6,(998 reviews),,,"$117,880", Gray , – , All-wheel Drive ,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
50,2020 Mercedes-Benz GLA 250 Base 4MATIC,"7,647 mi.",Mercedes-Benz of North Haven,4.8,"(1,232 reviews)",4.9,(13 reviews),"$39,494", Midnight Black , Black , All-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
51,2019 Mercedes-Benz C-Class C 300 4MATIC,"14,760 mi.",Mercedes Benz of Atlantic City,4.6,"(1,093 reviews)",4.8,(40 reviews),"$39,556", Black , Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
52,2021 Mercedes-Benz C-Class C 300 4MATIC,"11,008 mi.",Mercedes-Benz of Chantilly,4.6,(907 reviews),5.0,(4 reviews),"$42,800", Mojave Silver Metallic , Silk Beige , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
53,2022 Mercedes-Benz GLE 350 Base 4MATIC,"7,960 mi.",Mercedes-Benz of West Houston,3.7,(31 reviews),4.9,(1 review),"$73,990", Black , Black , All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo
54,2019 Mercedes-Benz GLS 450 Base 4MATIC,"44,678 mi.",Mercedes-Benz of Princeton,4.9,"(3,668 reviews)",5.0,(10 reviews),"$57,999", Gray Metallic , Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
55,2019 Mercedes-Benz C-Class C 300,"40,829 mi.",RBM of Atlanta,4.9,"(1,013 reviews)",4.8,(40 reviews),"$49,973", Lunar Blue Metallic , Silk Beige / Black , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
56,2020 Mercedes-Benz GLE 350 Base 4MATIC,"35,861 mi.",Mercedes-Benz of San Francisco / Smart Center San Francisco,4.0,(59 reviews),4.3,(75 reviews),"$52,976", Lunar Blue Metallic , Macchiato , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
57,2019 Mercedes-Benz E-Class E 300 4MATIC,"31,448 mi.",RBM of Atlanta,4.9,"(1,013 reviews)",4.7,(47 reviews),"$45,899", Polar White , Macchiato Beige , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
58,2017 Mercedes-Benz GLC 300 Base 4MATIC,"34,488 mi.",Mercedes-Benz of Fort Washington,4.6,"(2,361 reviews)",4.6,(66 reviews),"$34,850", Polar White , Silk Beige / Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
59,2020 Mercedes-Benz GLE 350 4MATIC,"27,732 mi.",Mercedes-Benz of Pittsburgh,4.5,(76 reviews),4.3,(75 reviews),"$55,980", Mojave , Espresso Brown , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
60,2017 Mercedes-Benz E-Class E 300,"58,058 mi.","Smith Motor Sales of Haverhill, Inc.",4.8,"(1,363 reviews)",4.8,(79 reviews),"$32,896", Diamond Silver , Macchiato Beige , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
61,2018 Mercedes-Benz GLC 300 Base 4MATIC,"58,024 mi.",Euro Motorcars Inc,4.6,(587 reviews),4.7,(126 reviews),"$33,881", Selenite Gray Metallic , Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
62,2020 Mercedes-Benz C-Class C 300,"15,455 mi.",Mercedes-Benz of Arcadia,4.8,"(1,107 reviews)",4.5,(13 reviews),"$51,665", Black , Cranberry Red , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
63,2021 Mercedes-Benz GLC 300 Base,"14,011 mi.",Mercedes-Benz of Laguna Niguel,4.8,"(1,661 reviews)",4.7,(16 reviews),"$46,035", Black , Black , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
64,2019 Mercedes-Benz CLA 250 Base,"24,402 mi.",House of Imports,4.7,"(1,279 reviews)",4.1,(17 reviews),"$32,997", Midnight Black , – , Front-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
65,2019 Mercedes-Benz GLA 250 Base 4MATIC,"14,227 mi.",Mercedes-Benz of Laguna Niguel,4.8,"(1,661 reviews)",4.6,(33 reviews),"$32,567", Polar White , Shara Beige , All-wheel Drive ,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
66,2021 Mercedes-Benz GLE 350 Base 4MATIC,"8,619 mi.",Mercedes-Benz Of Omaha,4.7,(366 reviews),4.8,(17 reviews),"$57,895", Black , Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
67,2020 Mercedes-Benz AMG GT Base,"11,162 mi.",Mercedes-Benz of Houston North,4.5,"(1,346 reviews)",4.7,(1 review),"$123,991", designo Diamond White , – , Rear-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo
68,2021 Mercedes-Benz C-Class C 300 4MATIC,"12,440 mi.",Mercedes-Benz of Burlington,4.7,(263 reviews),5.0,(4 reviews),"$38,991", Black , Silk Beige , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
69,2019 Mercedes-Benz GLC 300 Base 4MATIC,"39,796 mi.","Viti, Inc.",4.9,(730 reviews),4.6,(72 reviews),"$38,295", Gray Metallic , Silk Beige / Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
70,2020 Mercedes-Benz GLE 350 Base 4MATIC,"20,456 mi.",W.I. Simonson Inc.,4.5,(790 reviews),4.3,(75 reviews),"$53,999", Gray , Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
71,2019 Mercedes-Benz GLS 450 Base 4MATIC,"40,977 mi.",House of Imports,4.7,"(1,279 reviews)",5.0,(10 reviews),"$52,990", Obsidian Black Metallic , – , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
72,2021 Mercedes-Benz CLA 250 Base,"23,223 mi.",Mercedes-Benz of Buckhead,4.6,(922 reviews),4.2,(2 reviews),"$46,000", White , Black , Front-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
73,2021 Mercedes-Benz GLB 250 Base 4MATIC,"12,580 mi.",Ray Catena Mercedes Benz Freehold,4.7,(740 reviews),4.4,(10 reviews),"$46,010", Mountain Gray Metallic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
74,2020 Mercedes-Benz GLC 300 Base,"23,680 mi.",Mercedes-Benz Of Naples,4.8,"(1,475 reviews)",4.8,(35 reviews),"$42,900", Selenite Gray Metallic , Silk Beige / Black , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
75,2018 Mercedes-Benz E-Class E 400 4MATIC,"48,915 mi.",Mercedes-Benz of Chantilly,4.6,(907 reviews),4.8,(64 reviews),"$44,600", Iridium Silver Metallic , Macchiato Beige , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
76,2019 Mercedes-Benz CLA 250 Base,"36,565 mi.",Mercedes-Benz of Ontario,4.9,"(1,972 reviews)",4.1,(17 reviews),"$31,981", Midnight Black , Black , Front-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
77,2020 Mercedes-Benz GLA 250 Base,"7,036 mi.",Mercedes-Benz of Foothill Ranch,4.7,(593 reviews),4.9,(13 reviews),"$36,376", Midnight Black , Black , Front-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
78,2019 Mercedes-Benz GLA 250 Base,"45,015 mi.",Mercedes-Benz of Miami,4.6,"(1,045 reviews)",4.6,(33 reviews),"$28,992", Midnight Black , – , Front-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
79,2022 Mercedes-Benz S-Class S 500 4MATIC,"15,644 mi.",Mercedes-Benz of Pompano,4.5,(661 reviews),4.7,(1 review),"$106,495", Black , – , All-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo
80,2019 Mercedes-Benz AMG E 63 S 4MATIC,"15,113 mi.",Ray Catena Mercedes Benz Freehold,4.7,(740 reviews),5.0,(2 reviews),"$106,999", Gray Metallic , Brown , All-wheel Drive ,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
81,2019 Mercedes-Benz AMG G 63 Base,"22,940 mi.",Mercedes Benz of Hoffman Estates,4.7,"(1,114 reviews)",4.9,(7 reviews),"$195,999", Graphite , Platinum White , All-wheel Drive ,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo
82,2021 Mercedes-Benz GLB 250 Base,"23,314 mi.",Mercedes-Benz of West Houston,3.7,(31 reviews),4.4,(10 reviews),"$40,990", Midnight Black , Black , Front-wheel Drive ,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
83,2019 Mercedes-Benz AMG C 43 Base 4MATIC,"36,089 mi.",Mercedes-Benz of St Louis,4.6,(180 reviews),4.9,(5 reviews),"$53,785", Black , AMG Cranberry Red , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
84,2019 Mercedes-Benz AMG GLE 43 4MATIC Coupe,"34,096 mi.",Mercedes-Benz of Silver Spring,4.8,"(1,647 reviews)",5.0,(10 reviews),"$69,900", Selenite Gray Metallic , Crystal Gray , All-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo
85,2019 Mercedes-Benz CLA 250 Base 4MATIC,"19,912 mi.",Mercedes-Benz of Rochester,4.7,(116 reviews),4.1,(17 reviews),"$34,600", Polar White , Black , All-wheel Drive ,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
86,2021 Mercedes-Benz GLB 250 Base 4MATIC,"2,283 mi.",Mercedes-Benz of Fairfield,4.7,(312 reviews),4.4,(10 reviews),"$44,495", Silver , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
87,2021 Mercedes-Benz GLB 250 Base 4MATIC,"13,151 mi.",Benzel-Busch Motor Car,4.8,"(4,628 reviews)",4.4,(10 reviews),"$43,977", Polar White , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
88,2020 Mercedes-Benz GLE 350 Base,"18,609 mi.",Mercedes-Benz of Birmingham,4.9,(811 reviews),4.3,(75 reviews),"$61,439", Emerald Green Metallic , Macchiato , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
89,2020 Mercedes-Benz GLC 300 Base 4MATIC,"14,880 mi.",Autobahn Motors,4.7,(925 reviews),4.8,(35 reviews),"$37,496", Graphite Gray Metallic , Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
90,2020 Mercedes-Benz GLE 350 Base 4MATIC,"16,497 mi.",Mercedes-Benz of Atlanta Northeast,4.9,"(1,878 reviews)",4.3,(75 reviews),"$62,283", Black , Macchiato , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
91,2017 Mercedes-Benz AMG G 63 Base,"30,230 mi.",Mercedes-Benz of Austin,4.8,"(1,252 reviews)",4.8,(3 reviews),"$124,999", Black , Black , All-wheel Drive ,Gasoline ,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo
92,2022 Mercedes-Benz GLC 300 Base 4MATIC,"6,865 mi.",Mercedes-Benz of Chantilly,4.6,(907 reviews),3.9,(1 review),"$47,500", Polar White , Silk Beige / Black , All-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
93,2021 Mercedes-Benz GLC 300 Base,"13,233 mi.",Mercedes-Benz of Arrowhead,4.5,(232 reviews),4.7,(16 reviews),"$48,985", Graphite Gray Metallic , Magma Gray , Rear-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
94,2022 Mercedes-Benz GLB 250 Base 4MATIC,"11,565 mi.",Mercedes-Benz of Stevens Creek,4.7,"(1,669 reviews)",4.9,(4 reviews),"$44,980", Polar White , – , All-wheel Drive ,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo
